3	BB Ball Bearing	BE-2349	1	0		800	600	659.4884	890.3093					1						2019-04-30 00:00:00.000			9C21AED2-5BFA-4F18-BCB8-F11638DC2E4E	2025-02-07 10:01:36.827
316	Blade	BL-2036	1	0		800	600	33.8252	45.6640					1						2019-04-30 00:00:00.000			E73E9750-603B-4131-89F5-3DD15ED5FF80	2025-02-07 10:01:36.827
324	Chain Stays	CS-2812	1	0		1000	750	33.8252	45.6640					1						2019-04-30 00:00:00.000			FE0678ED-AEF2-4C58-A450-8151CC24DDD8	2025-02-07 10:01:36.827
327	Down Tube	DT-2377	1	0		800	600	34.7419	46.9016					1						2019-04-30 00:00:00.000			1DAD47DD-E259-42B8-B8B4-15A0B7D21B2F	2025-02-07 10:01:36.827
328	Mountain End Caps	EC-M092	1	0		1000	750	33.8252	45.6640					1						2019-04-30 00:00:00.000			6070B1EA-59B7-4F8B-950F-2BE07D00449D	2025-02-07 10:01:36.827
329	Road End Caps	EC-R098	1	0		1000	750	33.8252	45.6640					1						2019-04-30 00:00:00.000			88399D13-719E-4545-81D6-F0650F372FA2	2025-02-07 10:01:36.827
330	Touring End Caps	EC-T209	1	0		1000	750	33.8252	45.6640					1						2019-04-30 00:00:00.000			6903CE24-D0CE-4191-9198-4231DE37A929	2025-02-07 10:01:36.827
331	Fork End	FE-3760	1	0		800	600	33.8252	45.6640					1						2019-04-30 00:00:00.000			C91D602E-DA52-43D2-BD7E-EB110A9392B9	2025-02-07 10:01:36.827
350	Fork Crown	FC-3654	1	0		800	600	33.8252	45.6640					1						2019-04-30 00:00:00.000			1CBFA85B-5C9B-4B58-9C17-95238215D926	2025-02-07 10:01:36.827
398	Handlebar Tube	HT-2981	1	0		800	600	30.9309	41.7567					1						2019-04-30 00:00:00.000			9F88C58E-5CFA-46C9-8994-DA4F3FFE92ED	2025-02-07 10:01:36.827
399	Head Tube	HT-8019	1	0		800	600	32.8879	44.3987					1						2019-04-30 00:00:00.000			B047C048-B4FB-4F80-94BC-C5FC00A6F77F	2025-02-07 10:01:36.827
400	LL Hub	HU-6280	1	0		500	375	37.6980	50.8923					1		L 				2019-04-30 00:00:00.000			AB332DDA-DDA5-44AD-8C50-34FFACEFFA8E	2025-02-07 10:01:36.827
401	HL Hub	HU-8998	1	0		500	375	41.5296	56.0650					1						2019-04-30 00:00:00.000			D59403A3-D19E-4803-BDA2-B436A6416FDA	2025-02-07 10:01:36.827
529	Stem	SM-9087	1	0		500	375	36.6783	49.5157					1						2019-04-30 00:00:00.000			1173306E-B616-4C4A-B715-4E0A483BA2B5	2025-02-07 10:01:36.827
531	Steerer	SR-2098	1	0		500	375	30.9309	41.7567					1						2019-04-30 00:00:00.000			F3B140A1-B139-4BB5-B144-1B7CBBEE6C9A	2025-02-07 10:01:36.827
532	Seat Stays	SS-2985	1	0		800	600	31.9815	43.1750					1						2019-04-30 00:00:00.000			20C2C611-DFFC-49B5-99CF-D89BDD3A91CE	2025-02-07 10:01:36.827
533	Seat Tube	ST-9828	1	0		500	375	36.1118	48.7509					1						2019-04-30 00:00:00.000			41F5388B-7253-4002-BCC6-B2A50920D11F	2025-02-07 10:01:36.827
534	Top Tube	TO-2301	1	0		500	375	33.8252	45.6640					1						2019-04-30 00:00:00.000			4C0BAD8E-066B-46B8-BFE9-DA61539606E8	2025-02-07 10:01:36.827
