4001		707	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4002		708	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4003		709	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4004		710	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4005		711	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4006		712	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4007		713	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4008		714	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4009		715	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4010		716	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4011		841	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4012		842	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4013		843	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4014		844	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4015		845	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4016		846	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4017		847	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4018		848	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4019		849	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4020		850	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4021		851	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4022		852	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4023		853	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4024		854	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4025		855	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4026		856	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4027		857	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4028		858	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4029		859	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4030		860	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4031		861	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4032		862	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4033		863	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4034		864	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4035		865	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4036		866	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4037		867	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4038		868	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4039		869	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4040		870	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4041		871	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4042		872	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4043		873	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4044		874	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4045		875	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4046		876	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4047		877	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4048		878	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4049		879	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4050		880	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4051		881	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4052		882	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4053		883	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
4054		884	2024-05-29 00:00:00.000		EA 	0	1.00	2024-05-15 00:00:00.000
