20778	5	1	2024-01-15		2024-01-14 00:00:00.000
20779	5	1	2024-01-15		2024-01-14 00:00:00.000
20780	5	1	2024-01-15		2024-01-14 00:00:00.000
20781	5	1	2024-01-15		2024-01-14 00:00:00.000
20782	5	1	2024-01-15		2024-01-14 00:00:00.000
20783	5	1	2024-01-15		2024-01-14 00:00:00.000
20784	5	1	2024-01-15		2024-01-14 00:00:00.000
20785	5	1	2024-01-15		2024-01-14 00:00:00.000
20786	5	1	2024-01-15		2024-01-14 00:00:00.000
20787	5	1	2024-01-15		2024-01-14 00:00:00.000
20788	5	2	2024-02-01		2024-01-31 00:00:00.000
20789	5	2	2024-02-01		2024-01-31 00:00:00.000
20790	5	2	2024-02-01		2024-01-31 00:00:00.000
20791	5	2	2024-02-01		2024-01-31 00:00:00.000
20792	5	2	2024-02-01		2024-01-31 00:00:00.000
20793	5	2	2024-02-01		2024-01-31 00:00:00.000
20794	5	2	2024-02-01		2024-01-31 00:00:00.000
20795	5	2	2024-02-01		2024-01-31 00:00:00.000
20796	5	2	2024-02-01		2024-01-31 00:00:00.000
20797	5	2	2024-02-01		2024-01-31 00:00:00.000
20798	5	3	2024-03-01		2024-02-29 00:00:00.000
20799	5	3	2024-03-01		2024-02-29 00:00:00.000
20800	5	3	2024-03-01		2024-02-29 00:00:00.000
20801	5	3	2024-03-01		2024-02-29 00:00:00.000
20802	5	3	2024-03-01		2024-02-29 00:00:00.000
20803	5	3	2024-03-01		2024-02-29 00:00:00.000
20804	5	3	2024-03-01		2024-02-29 00:00:00.000
20805	5	3	2024-03-01		2024-02-29 00:00:00.000
20806	5	3	2024-03-01		2024-02-29 00:00:00.000
20807	5	3	2024-03-01		2024-02-29 00:00:00.000
