3	2024-05-29 00:00:00.000		659.4884	2024-05-15 00:00:00.000
316	2024-05-29 00:00:00.000		33.8252	2024-05-15 00:00:00.000
324	2024-05-29 00:00:00.000		33.8252	2024-05-15 00:00:00.000
327	2024-05-29 00:00:00.000		34.7419	2024-05-15 00:00:00.000
328	2024-05-29 00:00:00.000		33.8252	2024-05-15 00:00:00.000
329	2024-05-29 00:00:00.000		33.8252	2024-05-15 00:00:00.000
330	2024-05-29 00:00:00.000		33.8252	2024-05-15 00:00:00.000
331	2024-05-29 00:00:00.000		33.8252	2024-05-15 00:00:00.000
350	2024-05-29 00:00:00.000		33.8252	2024-05-15 00:00:00.000
398	2024-05-29 00:00:00.000		30.9309	2024-05-15 00:00:00.000
399	2024-05-29 00:00:00.000		32.8879	2024-05-15 00:00:00.000
400	2024-05-29 00:00:00.000		37.6980	2024-05-15 00:00:00.000
401	2024-05-29 00:00:00.000		41.5296	2024-05-15 00:00:00.000
529	2024-05-29 00:00:00.000		36.6783	2024-05-15 00:00:00.000
531	2024-05-29 00:00:00.000		30.9309	2024-05-15 00:00:00.000
532	2024-05-29 00:00:00.000		31.9815	2024-05-15 00:00:00.000
533	2024-05-29 00:00:00.000		36.1118	2024-05-15 00:00:00.000
534	2024-05-29 00:00:00.000		33.8252	2024-05-15 00:00:00.000
