20778	2024-01-15 00:00:00.000	18.2692	2	2024-01-15 00:00:00.000
20779	2024-01-15 00:00:00.000	18.2692	2	2024-01-15 00:00:00.000
20780	2024-01-15 00:00:00.000	22.1154	2	2024-01-15 00:00:00.000
20781	2024-01-15 00:00:00.000	18.2692	2	2024-01-15 00:00:00.000
20782	2024-01-15 00:00:00.000	18.2692	2	2024-01-15 00:00:00.000
20783	2024-01-15 00:00:00.000	22.1154	2	2024-01-15 00:00:00.000
20784	2024-01-15 00:00:00.000	18.2692	2	2024-01-15 00:00:00.000
20785	2024-01-15 00:00:00.000	18.2692	2	2024-01-15 00:00:00.000
20786	2024-01-15 00:00:00.000	22.1154	2	2024-01-15 00:00:00.000
20787	2024-01-15 00:00:00.000	18.2692	2	2024-01-15 00:00:00.000
20788	2024-02-01 00:00:00.000	18.2692	2	2024-02-01 00:00:00.000
20789	2024-02-01 00:00:00.000	22.1154	2	2024-02-01 00:00:00.000
20790	2024-02-01 00:00:00.000	18.2692	2	2024-02-01 00:00:00.000
20791	2024-02-01 00:00:00.000	18.2692	2	2024-02-01 00:00:00.000
20792	2024-02-01 00:00:00.000	22.1154	2	2024-02-01 00:00:00.000
20793	2024-02-01 00:00:00.000	18.2692	2	2024-02-01 00:00:00.000
20794	2024-02-01 00:00:00.000	18.2692	2	2024-02-01 00:00:00.000
20795	2024-02-01 00:00:00.000	22.1154	2	2024-02-01 00:00:00.000
20796	2024-02-01 00:00:00.000	18.2692	2	2024-02-01 00:00:00.000
20797	2024-02-01 00:00:00.000	18.2692	2	2024-02-01 00:00:00.000
20798	2024-03-01 00:00:00.000	18.2692	2	2024-03-01 00:00:00.000
20799	2024-03-01 00:00:00.000	22.1154	2	2024-03-01 00:00:00.000
20800	2024-03-01 00:00:00.000	18.2692	2	2024-03-01 00:00:00.000
20801	2024-03-01 00:00:00.000	18.2692	2	2024-03-01 00:00:00.000
20802	2024-03-01 00:00:00.000	22.1154	2	2024-03-01 00:00:00.000
20803	2024-03-01 00:00:00.000	18.2692	2	2024-03-01 00:00:00.000
20804	2024-03-01 00:00:00.000	18.2692	2	2024-03-01 00:00:00.000
20805	2024-03-01 00:00:00.000	22.1154	2	2024-03-01 00:00:00.000
20806	2024-03-01 00:00:00.000	18.2692	2	2024-03-01 00:00:00.000
20807	2024-03-01 00:00:00.000	18.2692	2	2024-03-01 00:00:00.000
